1   0.0909090936184   1.0000000000000  0.4028902053833  
2   0.1818181872368   0.3819660544395  0.1623206138611  
3   0.2727272808552   0.1458981186152  0.0653974488378  
4   0.3636363744736   0.0557282939553  0.0263480562717  
5   0.4545454680920   0.0212867744267  0.0106155360118  
6   0.5454545617104   0.0081320265308  0.0042773014866  
7   0.6363636255264   0.0031093040016  0.0017242858885  
8   0.7272727489471   0.0011958861724  0.0006971849944  
9   0.8181818127632   0.0004783545155  0.0002870623139  
10   0.9090909361839   0.0002391772578  0.0001309767540  
11   1.0000000000000   0.0002391772578  0.0000907998619  
